Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Icebox,LEVIATÁN,jett,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Icebox,LEVIATÁN,harbor,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Icebox,FURIA,viper,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Icebox,FURIA,sova,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Icebox,FURIA,killjoy,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Icebox,FURIA,jett,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Icebox,FURIA,sage,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Split,Cloud9,omen,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Split,Cloud9,raze,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Split,Cloud9,viper,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Split,Cloud9,cypher,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Split,Cloud9,skye,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Split,KRÜ Esports,omen,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Split,KRÜ Esports,raze,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Split,KRÜ Esports,viper,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Split,KRÜ Esports,cypher,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Split,KRÜ Esports,skye,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,LOUD,omen,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,LOUD,raze,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,LOUD,brimstone,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,LOUD,gekko,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,LOUD,skye,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,100 Thieves,raze,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,100 Thieves,viper,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,100 Thieves,fade,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,100 Thieves,brimstone,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,100 Thieves,gekko,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,Evil Geniuses,omen,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,Evil Geniuses,raze,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,Evil Geniuses,brimstone,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,Evil Geniuses,gekko,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,Evil Geniuses,skye,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,MIBR,raze,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,MIBR,cypher,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,MIBR,brimstone,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,MIBR,skye,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,MIBR,deadlock,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,Sentinels,raze,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,Sentinels,fade,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,Sentinels,brimstone,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,Sentinels,gekko,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,Sentinels,deadlock,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,G2 Esports,raze,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,G2 Esports,viper,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,G2 Esports,brimstone,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,G2 Esports,gekko,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Bind,G2 Esports,skye,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,LOUD,omen,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,LOUD,raze,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,LOUD,cypher,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,LOUD,fade,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,LOUD,breach,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,100 Thieves,omen,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,100 Thieves,raze,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,100 Thieves,viper,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,100 Thieves,fade,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,100 Thieves,killjoy,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,Evil Geniuses,omen,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,Evil Geniuses,cypher,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,Evil Geniuses,fade,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,Evil Geniuses,breach,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,Evil Geniuses,neon,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,MIBR,omen,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,MIBR,raze,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,MIBR,viper,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,MIBR,fade,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,MIBR,killjoy,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,Sentinels,omen,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,Sentinels,raze,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,Sentinels,cypher,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,Sentinels,fade,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,Sentinels,deadlock,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,G2 Esports,omen,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,G2 Esports,raze,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,G2 Esports,viper,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,G2 Esports,fade,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Lotus,G2 Esports,killjoy,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sunset,LEVIATÁN,omen,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sunset,LEVIATÁN,cypher,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sunset,LEVIATÁN,sova,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sunset,LEVIATÁN,breach,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sunset,LEVIATÁN,neon,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sunset,FURIA,omen,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sunset,FURIA,cypher,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sunset,FURIA,sova,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sunset,FURIA,jett,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sunset,FURIA,kayo,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Ascent,LOUD,omen,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Ascent,LOUD,cypher,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Ascent,LOUD,sova,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Ascent,LOUD,jett,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Ascent,LOUD,kayo,0,1,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Ascent,100 Thieves,omen,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Ascent,100 Thieves,sova,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Ascent,100 Thieves,killjoy,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Ascent,100 Thieves,jett,1,0,1
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Ascent,100 Thieves,kayo,1,0,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,KRÜ Esports,omen,1,3,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,KRÜ Esports,sova,1,3,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,KRÜ Esports,killjoy,1,3,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,KRÜ Esports,jett,1,3,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,KRÜ Esports,kayo,1,3,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,LEVIATÁN,omen,3,0,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,LEVIATÁN,sova,3,0,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,LEVIATÁN,killjoy,1,0,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,LEVIATÁN,jett,3,0,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,LEVIATÁN,kayo,1,0,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,LEVIATÁN,cypher,2,0,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,LEVIATÁN,deadlock,2,0,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,100 Thieves,omen,3,1,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,100 Thieves,sova,3,1,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,100 Thieves,killjoy,3,1,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,100 Thieves,jett,3,1,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,100 Thieves,kayo,3,1,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,G2 Esports,omen,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,G2 Esports,sova,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,G2 Esports,killjoy,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,G2 Esports,kayo,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,G2 Esports,neon,1,0,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,G2 Esports,jett,1,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,LOUD,omen,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,LOUD,sova,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,LOUD,cypher,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,LOUD,jett,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,LOUD,kayo,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Cloud9,omen,0,2,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Cloud9,sova,0,2,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Cloud9,killjoy,0,2,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Cloud9,jett,0,2,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Cloud9,kayo,0,2,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Evil Geniuses,omen,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Evil Geniuses,sova,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Evil Geniuses,cypher,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Evil Geniuses,jett,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Evil Geniuses,kayo,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,MIBR,omen,0,2,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,MIBR,sova,0,2,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,MIBR,killjoy,0,2,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,MIBR,yoru,0,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,MIBR,iso,0,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,MIBR,jett,0,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,MIBR,kayo,0,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Sentinels,omen,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Sentinels,sova,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Sentinels,cypher,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Sentinels,jett,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,Sentinels,deadlock,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,NRG Esports,omen,2,0,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,NRG Esports,sova,2,0,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,NRG Esports,cypher,2,0,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,NRG Esports,jett,2,0,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Ascent,NRG Esports,kayo,2,0,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,KRÜ Esports,sova,1,3,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,KRÜ Esports,killjoy,1,3,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,KRÜ Esports,viper,1,3,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,KRÜ Esports,jett,1,2,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,KRÜ Esports,kayo,1,2,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,KRÜ Esports,gekko,0,1,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,KRÜ Esports,reyna,0,1,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,LEVIATÁN,sova,6,1,7
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,LEVIATÁN,killjoy,6,1,7
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,LEVIATÁN,viper,6,1,7
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,LEVIATÁN,jett,6,1,7
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,LEVIATÁN,harbor,6,1,7
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,100 Thieves,sova,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,100 Thieves,killjoy,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,100 Thieves,viper,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,100 Thieves,jett,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,100 Thieves,gekko,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,G2 Esports,sova,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,G2 Esports,killjoy,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,G2 Esports,viper,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,G2 Esports,gekko,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,G2 Esports,harbor,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,LOUD,omen,0,3,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,LOUD,killjoy,0,3,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,LOUD,viper,0,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,LOUD,gekko,0,2,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,LOUD,kayo,0,3,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,LOUD,harbor,0,2,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,LOUD,sova,0,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,Cloud9,sova,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,Cloud9,killjoy,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,Cloud9,viper,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,Cloud9,gekko,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,Cloud9,reyna,2,1,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,Evil Geniuses,sova,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,Evil Geniuses,killjoy,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,Evil Geniuses,harbor,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,Evil Geniuses,clove,1,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,Evil Geniuses,iso,1,0,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,Evil Geniuses,sage,0,1,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,MIBR,sova,0,3,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,MIBR,killjoy,0,3,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,MIBR,viper,0,3,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,MIBR,jett,0,3,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,MIBR,gekko,0,3,3
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,FURIA,sova,3,1,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,FURIA,killjoy,3,1,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,FURIA,viper,3,1,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,FURIA,jett,3,1,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,FURIA,sage,3,1,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,NRG Esports,sova,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,NRG Esports,killjoy,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,NRG Esports,viper,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,NRG Esports,jett,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Icebox,NRG Esports,kayo,0,1,1
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,KRÜ Esports,omen,2,2,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,KRÜ Esports,killjoy,2,2,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,KRÜ Esports,viper,2,2,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,KRÜ Esports,raze,2,2,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,KRÜ Esports,fade,2,2,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,LEVIATÁN,omen,2,0,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,LEVIATÁN,cypher,2,0,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,LEVIATÁN,breach,2,0,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,LEVIATÁN,fade,2,0,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,LEVIATÁN,neon,2,0,2
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,100 Thieves,omen,1,3,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,100 Thieves,killjoy,1,3,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,100 Thieves,viper,1,3,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,100 Thieves,raze,1,3,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,100 Thieves,fade,1,3,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,G2 Esports,omen,3,2,5
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,G2 Esports,killjoy,3,2,5
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,G2 Esports,viper,3,2,5
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,G2 Esports,raze,3,2,5
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,G2 Esports,fade,3,2,5
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,LOUD,omen,2,2,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,LOUD,cypher,2,2,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,LOUD,gekko,1,1,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,LOUD,fade,2,2,4
Champions Tour 2024: Americas Stage 2,All Stages,All Match Types,Lotus,LOUD,neon,1,1,4
